currently_attending_title,currently_attending_County_Sub_County,currently_attending_Total_astrsk,currently_attending_Pre_Primary,currently_attending_Primary,currently_attending_Secondary,currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,currently_attending_University,currently_attending_Adult_Basic_Education,currently_attending_Madrasa_slash_Duksi,currently_attending_Dont_Know,currently_attending_Not_Stated,highest_edu_title,highest_edu_County_slash_Sub_County,highest_edu_Total_astrsk,highest_edu_Pre_Primary,highest_edu_Primary,highest_edu_Secondary,highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,highest_edu_University,highest_edu_Adult_Basic_Education,highest_edu_Madrasa_slash_Duksi,highest_edu_None,highest_edu_Dont_Know,highest_edu_Not_Stated
KIENI WEST,KIENI WEST,"31,845","5,018","16,942","8,205",932,672,16,-,60,-,KIENI WEST,KIENI WEST,"77,958","2,663","41,193","22,859","4,460","1,384",7,-,"5,108",105,43
KIENI WEST,Male,"16,390","2,628","8,705","4,183",462,366,6,-,40,-,KIENI WEST,Male,"39,101","1,357","20,472","11,377","2,260",818,2,-,"2,667",106,30
KIENI WEST,Female,"15,455","2,390","8,237","4,022",470,306,10,-,20,-,KIENI WEST,Female,"38,852","1,306","20,716","11,482","2,200",566,5,-,"2,441",313,54
MATHIRA EAST,MATHIRA EAST,"33,214","5,246","15,376","7,959","1,282","3,272",22,-,57,-,MATHIRA EAST,MATHIRA EAST,"88,451","2,097","37,983","29,267","9,023","4,399",9,-,"5,306",146,27
MATHIRA EAST,Male,"16,909","2,637","7,812","3,930",623,"1,868",7,-,32,-,MATHIRA EAST,Male,"43,328",996,"18,616","14,040","4,236","2,612",3,-,"2,652",167,27
MATHIRA EAST,Female,"16,305","2,609","7,564","4,029",659,"1,404",15,-,25,-,MATHIRA EAST,Female,"45,120","1,101","19,365","15,226","4,787","1,787",6,-,"2,654",236,36
MATHIRA WEST,MATHIRA WEST,"19,857","3,056","10,231","5,117",844,553,5,-,51,-,MATHIRA WEST,MATHIRA WEST,"53,736","1,583","26,529","17,265","3,842","1,120",5,-,"3,120",100,12
MATHIRA WEST,Male,"10,272","1,599","5,318","2,623",403,297,3,-,29,-,MATHIRA WEST,Male,"26,800",830,"13,145","8,553","1,897",633,3,-,"1,627",136,24
MATHIRA WEST,Female,"9,585","1,457","4,913","2,494",441,256,2,-,22,-,MATHIRA WEST,Female,"26,933",753,"13,382","8,711","1,945",487,2,-,"1,493",239,62
NYERI SOUTH,NYERI SOUTH,"30,669","4,700","15,437","8,273","1,209",971,18,2,59,-,NYERI SOUTH,NYERI SOUTH,"79,983","2,165","37,269","26,651","6,733","2,061",9,-,"4,794",98,31
NYERI SOUTH,Male,"15,718","2,457","7,862","4,230",631,501,4,2,31,-,NYERI SOUTH,Male,"39,530","1,038","18,243","13,203","3,241","1,187",2,-,"2,487",141,31
NYERI SOUTH,Female,"14,950","2,243","7,574","4,043",578,470,14,-,28,-,NYERI SOUTH,Female,"40,452","1,127","19,025","13,448","3,492",874,7,-,"2,307",242,140
MUKURWE-INI,MUKURWE-INI,"30,159","4,360","16,341","7,620",968,785,12,-,73,-,MUKURWE-INI,MUKURWE-INI,"77,621","2,435","41,640","22,190","4,986","1,549",5,-,"4,434",112,70
MUKURWE-INI,Male,"15,861","2,221","8,528","4,100",527,440,4,-,41,-,MUKURWE-INI,Male,"39,162","1,244","20,656","11,270","2,595",968,3,-,"2,244",130,70
MUKURWE-INI,Female,"14,296","2,139","7,811","3,520",441,345,8,-,32,-,MUKURWE-INI,Female,"38,454","1,191","20,979","10,920","2,391",581,2,-,"2,190",470,155
NYERI CENTRAL,NYERI CENTRAL,"44,275","7,452","20,514","10,046","3,184","2,939",14,1,125,-,NYERI CENTRAL,NYERI CENTRAL,"122,241","4,037","44,573","41,061","16,497","7,867",10,-,"7,571",253,84
NYERI CENTRAL,Male,"22,509","3,787","10,439","4,943","1,497","1,773",5,-,65,-,NYERI CENTRAL,Male,"60,394","2,074","22,124","20,117","7,343","4,552",5,-,"3,842",217,71
NYERI CENTRAL,Female,"21,764","3,665","10,074","5,102","1,687","1,166",9,1,60,-,NYERI CENTRAL,Female,"61,845","1,963","22,447","20,944","9,154","3,315",5,-,"3,729",-,-
MT. KENYA FOREST,MT. KENYA FOREST,44,7,21,11,5,-,-,-,-,-,MT. KENYA FOREST,MT. KENYA FOREST,174,4,61,74,25,2,-,-,8,-,-
MT. KENYA FOREST,Male,25,4,12,6,3,-,-,-,-,-,MT. KENYA FOREST,Male,115,3,42,51,12,2,-,-,5,-,-
MT. KENYA FOREST,Female,19,3,9,5,2,-,-,-,-,-,MT. KENYA FOREST,Female,59,1,19,23,13,-,-,-,3,-,-
ABERDARE FOREST,ABERDARE FOREST,5,2,3,-,0,-,-,-,-,-,ABERDARE FOREST,ABERDARE FOREST,96,-,10,59,19,6,-,-,2,-,-
ABERDARE FOREST,Male,4,2,2,-,0,-,-,-,-,-,ABERDARE FOREST,Male,67,-,8,41,11,5,-,-,2,-,-
ABERDARE FOREST,Female,1,-,1,-,0,-,-,-,-,-,ABERDARE FOREST,Female,29,-,2,18,8,1,-,-,-,"1,435",368
KIRINYAGA,KIRINYAGA,"193,518","32,731","101,601","46,354","6,362","5,891",150,5,424,-,KIRINYAGA,KIRINYAGA,"529,936","22,338","269,790","152,588","36,898","12,876",109,2,"33,532",737,213
KIRINYAGA,Male,"98,661","16,523","51,794","23,521","3,136","3,381",64,4,238,-,KIRINYAGA,Male,"266,723","11,433","135,224","76,131","18,299","7,710",51,1,"16,924",698,155
KIRINYAGA,Female,"94,852","16,207","49,804","22,833","3,226","2,509",86,1,186,-,KIRINYAGA,Female,"263,187","10,904","134,549","76,450","18,599","5,166",58,1,"16,607",331,100
KIRINYAGA CENTRAL,KIRINYAGA CENTRAL,"38,430","6,632","18,769","9,683","1,646","1,585",24,-,91,-,KIRINYAGA CENTRAL,KIRINYAGA CENTRAL,"106,657","4,090","49,899","32,226","9,501","3,715",11,-,"6,784",164,58
KIRINYAGA CENTRAL,Male,"19,502","3,363","9,546","4,845",801,884,11,-,52,-,KIRINYAGA CENTRAL,Male,"53,267","2,099","24,938","15,799","4,568","2,204",7,-,"3,430",167,42
KIRINYAGA CENTRAL,Female,"18,927","3,269","9,222","4,838",845,701,13,-,39,-,KIRINYAGA CENTRAL,Female,"53,386","1,991","24,958","16,426","4,933","1,511",4,-,"3,354",280,81
KIRINYAGA EAST,KIRINYAGA EAST,"41,819","6,660","22,065","10,339","1,355","1,279",21,2,98,-,KIRINYAGA EAST,KIRINYAGA EAST,"118,613","6,097","58,493","36,057","8,160","2,586",17,-,"6,842",147,47
KIRINYAGA EAST,Male,"21,314","3,286","11,222","5,358",666,707,14,2,59,-,KIRINYAGA EAST,Male,"60,084","3,103","29,584","18,009","4,257","1,548",12,-,"3,377",133,34
KIRINYAGA EAST,Female,"20,504","3,374","10,842","4,981",689,572,7,-,39,-,KIRINYAGA EAST,Female,"58,521","2,993","28,905","18,045","3,903","1,038",5,-,"3,465",293,51
KIRINYAGA WEST,KIRINYAGA WEST,"37,514","6,428","19,490","9,139","1,273","1,067",34,1,82,-,KIRINYAGA WEST,KIRINYAGA WEST,"100,427","3,645","51,022","29,449","7,046","2,338",20,2,"6,561",136,30
KIRINYAGA WEST,Male,"19,180","3,292","9,916","4,601",674,641,11,1,44,-,KIRINYAGA WEST,Male,"50,206","1,807","25,307","14,643","3,547","1,369",9,1,"3,357",157,21
KIRINYAGA WEST,Female,"18,333","3,136","9,573","4,538",599,426,23,-,38,-,KIRINYAGA WEST,Female,"50,218","1,838","25,712","14,806","3,499",969,11,1,"3,204",321,89
MWEA EAST,MWEA EAST,"40,992","7,138","22,327","9,032","1,146","1,189",56,2,102,-,MWEA EAST,MWEA EAST,"112,975","4,840","58,803","31,350","7,469","2,716",49,-,"7,338",180,46
MWEA EAST,Male,"20,775","3,612","11,432","4,452",517,681,26,1,54,-,MWEA EAST,Male,"56,761","2,500","29,614","15,505","3,526","1,645",22,-,"3,723",141,43
MWEA EAST,Female,"20,216","3,526","10,895","4,580",629,507,30,1,48,-,MWEA EAST,Female,"56,208","2,340","29,184","15,844","3,943","1,071",27,-,"3,615",210,47
MWEA WEST,MWEA WEST,"34,760","5,871","18,950","8,161",942,770,15,-,51,-,MWEA WEST,MWEA WEST,"91,230","3,666","51,569","23,493","4,710","1,518",12,-,"6,005",110,32
MWEA WEST,Male,"17,890","2,970","9,678","4,265",478,468,2,-,29,-,MWEA WEST,Male,"46,381","1,924","25,777","12,166","2,391",943,1,-,"3,037",100,15
MWEA WEST,Female,"16,869","2,900","9,272","3,896",464,302,13,-,22,-,MWEA WEST,Female,"44,844","1,742","25,790","11,325","2,319",575,11,-,"2,967",-,-
MT. KENYA FOREST,MT. KENYA FOREST,3,2,-,-,0,1,-,-,-,-,MT. KENYA FOREST,MT. KENYA FOREST,34,-,4,13,12,3,-,-,2,-,-
MT. KENYA FOREST,Male,-,-,-,-,0,-,-,-,-,-,MT. KENYA FOREST,Male,24,-,4,9,10,1,-,-,-,-,-
MT. KENYA FOREST,Female,3,2,-,-,0,1,-,-,-,-,MT. KENYA FOREST,Female,10,-,-,4,2,2,-,-,2,"2,556",586
MURANG'A,MURANG'A,"358,844","55,015","200,030","85,518","9,442","7,983",187,18,651,-,MURANG'A,MURANG'A,"911,765","36,770","500,277","244,592","52,257","17,886",123,2,"56,716","1,290",311
MURANG'A,Male,"184,250","27,893","102,525","43,829","4,772","4,750",88,6,387,-,MURANG'A,Male,"460,085","18,613","249,715","124,185","26,212","11,006",66,2,"28,685","1,265",275
MURANG'A,Female,"174,580","27,117","97,500","41,687","4,669","3,233",99,12,263,-,MURANG'A,Female,"451,651","18,157","250,547","120,403","26,042","6,879",57,-,"28,026",253,64
MURANG'A EAST,MURANG'A EAST,"35,232","5,375","18,772","8,224","1,364","1,367",22,3,105,-,MURANG'A EAST,MURANG'A EAST,"93,767","3,552","48,148","25,303","7,626","3,286",18,1,"5,516",154,36
MURANG'A EAST,Male,"17,772","2,711","9,539","4,077",617,749,11,2,66,-,MURANG'A EAST,Male,"46,925","1,789","24,395","12,381","3,509","1,876",8,1,"2,776",99,28
MURANG'A EAST,Female,"17,459","2,663","9,233","4,147",747,618,11,1,39,-,MURANG'A EAST,Female,"46,841","1,763","23,753","12,922","4,117","1,410",10,-,"2,739",228,21
KANGEMA,KANGEMA,"26,598","3,980","13,935","7,088",880,647,11,4,53,-,KANGEMA,KANGEMA,"69,647","2,301","38,432","19,199","4,078","1,251",8,-,"4,129",106,13
KANGEMA,Male,"13,778","2,013","7,208","3,674",471,386,4,-,22,-,KANGEMA,Male,"35,032","1,166","19,045","9,740","2,083",796,5,-,"2,078",122,8
KANGEMA,Female,"12,818","1,966","6,727","3,413",409,261,7,4,31,-,KANGEMA,Female,"34,612","1,135","19,387","9,457","1,995",455,3,-,"2,050",330,50
MATHIOYA,MATHIOYA,"31,439","4,846","17,186","7,679",979,662,20,4,63,-,MATHIOYA,MATHIOYA,"79,274","3,239","43,554","21,210","4,553","1,333",11,-,"4,994",148,27
MATHIOYA,Male,"16,161","2,449","8,789","3,954",524,398,8,1,38,-,MATHIOYA,Male,"39,849","1,647","21,807","10,528","2,354",824,4,-,"2,510",182,23
MATHIOYA,Female,"15,278","2,397","8,397","3,725",455,264,12,3,25,-,MATHIOYA,Female,"39,424","1,592","21,746","10,682","2,199",509,7,-,"2,484",291,44
KAHURO,KAHURO,"29,727","4,189","16,276","7,843",686,662,18,1,52,-,KAHURO,KAHURO,"76,930","2,366","43,231","21,367","4,100","1,211",10,-,"4,310",132,19
KAHURO,Male,"15,443","2,145","8,427","4,074",366,393,6,-,32,-,KAHURO,Male,"38,565","1,134","21,353","10,826","2,122",778,4,-,"2,197",159,25
KAHURO,Female,"14,279","2,042","7,847","3,769",319,269,12,1,20,-,KAHURO,Female,"38,358","1,232","21,875","10,540","1,977",433,6,-,"2,111",365,104
MURANG'A SOUTH,MURANG'A SOUTH,"64,167","10,033","36,727","14,625","1,398","1,264",26,2,92,-,MURANG'A SOUTH,MURANG'A SOUTH,"159,238","6,344","88,441","41,133","9,164","3,377",18,1,"10,291",182,53
MURANG'A SOUTH,Male,"32,909","5,082","18,780","7,523",688,773,12,1,50,-,MURANG'A SOUTH,Male,"80,265","3,238","44,109","20,837","4,508","2,094",13,1,"5,230",183,51
MURANG'A SOUTH,Female,"31,256","4,950","17,946","7,102",710,491,14,1,42,-,MURANG'A SOUTH,Female,"78,968","3,106","44,330","20,296","4,654","1,283",5,-,"5,060",419,112
GATANGA,GATANGA,"65,058","10,459","36,121","15,307","1,706","1,296",36,-,133,-,GATANGA,GATANGA,"163,372","6,400","89,379","43,755","9,153","3,340",19,-,"10,795",230,59
GATANGA,Male,"33,338","5,291","18,442","7,858",876,767,22,-,82,-,GATANGA,Male,"83,337","3,248","44,963","22,780","4,591","2,011",12,-,"5,443",188,53
GATANGA,Female,"31,719","5,168","17,679","7,449",830,529,14,-,50,-,GATANGA,Female,"80,032","3,152","44,414","20,975","4,562","1,329",7,-,"5,352",252,85
KIGUMO,KIGUMO,"46,894","6,811","27,237","10,769","1,044",958,24,-,51,-,KIGUMO,KIGUMO,"118,165","5,634","65,792","31,796","5,742","1,778",21,-,"7,065",119,46
KIGUMO,Male,"24,235","3,483","14,079","5,512",528,589,10,-,34,-,KIGUMO,Male,"59,748","2,888","32,767","16,134","3,024","1,158",10,-,"3,602",133,39
KIGUMO,Female,"22,658","3,328","13,157","5,257",516,369,14,-,17,-,KIGUMO,Female,"58,414","2,746","33,023","15,662","2,718",619,11,-,"3,463",418,106
KANDARA,KANDARA,"59,723","9,320","33,774","13,982","1,384","1,127",30,4,102,-,KANDARA,KANDARA,"151,331","6,931","83,294","40,804","7,836","2,310",18,-,"9,614",219,58
KANDARA,Male,"30,612","4,718","17,260","7,157",702,695,15,2,63,-,KANDARA,Male,"76,334","3,501","41,272","20,941","4,016","1,469",10,-,"4,848",199,48
KANDARA,Female,"29,109","4,602","16,513","6,824",682,432,15,2,39,-,KANDARA,Female,"74,991","3,430","42,017","19,862","3,820",841,8,-,"4,766",-,-
ABERDARE FOREST,ABERDARE FOREST,6,2,2,1,1,-,-,-,-,-,ABERDARE FOREST,ABERDARE FOREST,41,3,6,25,5,-,-,-,2,-,-
ABERDARE FOREST,Male,2,1,1,-,0,-,-,-,-,-,ABERDARE FOREST,Male,30,2,4,18,5,-,-,-,1,-,-
ABERDARE FOREST,Female,4,1,1,1,1,-,-,-,-,-,ABERDARE FOREST,Female,11,1,2,7,-,-,-,-,1,"6,166","2,491"
KIAMBU,KIAMBU,"778,586","140,181","379,694","165,313","41,712","49,386",381,13,"1,906",-,KIAMBU,KIAMBU,"2,119,863","65,892","819,939","685,577","258,123","138,861",212,4,"142,598","3,380","1,351"
KIAMBU,Male,"388,769","71,128","190,560","80,388","18,688","26,785",142,4,"1,074",-,KIAMBU,Male,"1,044,944","33,212","400,056","340,395","117,289","76,927",83,2,"72,249","2,785","1,140"
KIAMBU,Female,"389,789","69,047","189,120","84,922","23,022","22,599",239,9,831,-,KIAMBU,Female,"1,074,806","32,675","419,836","345,144","140,824","61,929",129,2,"70,342",311,111
GATUNDU NORTH,GATUNDU NORTH,"36,935","5,691","19,781","9,621","1,002",714,20,-,106,-,GATUNDU NORTH,GATUNDU NORTH,"95,276","4,413","49,088","28,270","5,795","1,398",12,-,"5,878",160,61
GATUNDU NORTH,Male,"18,737","2,912","10,075","4,807",487,386,7,-,63,-,GATUNDU NORTH,Male,"47,898","2,145","24,334","14,387","2,978",834,3,-,"2,996",151,50
GATUNDU NORTH,Female,"18,198","2,779","9,706","4,814",515,328,13,-,43,-,GATUNDU NORTH,Female,"47,376","2,268","24,754","13,882","2,816",564,9,-,"2,882",363,127
GATUNDU SOUTH,GATUNDU SOUTH,"39,811","6,282","21,240","10,264","1,171",745,18,-,91,-,GATUNDU SOUTH,GATUNDU SOUTH,"105,449","3,137","54,119","32,293","7,187","1,764",19,-,"6,440",202,66
GATUNDU SOUTH,Male,"20,339","3,205","10,919","5,209",551,403,7,-,45,-,GATUNDU SOUTH,Male,"53,333","1,616","26,854","16,569","3,649","1,083",8,-,"3,286",161,61
GATUNDU SOUTH,Female,"19,470","3,076","10,320","5,055",620,342,11,-,46,-,GATUNDU SOUTH,Female,"52,112","1,521","27,264","15,722","3,538",681,11,-,"3,153",321,83
GITHUNGURI,GITHUNGURI,"53,711","8,671","28,282","13,356","1,924","1,378",23,-,77,-,GITHUNGURI,GITHUNGURI,"144,873","4,998","66,673","48,727","12,101","3,106",12,-,"8,852",157,42
GITHUNGURI,Male,"27,194","4,401","14,430","6,675",890,751,7,-,40,-,GITHUNGURI,Male,"72,888","2,571","33,437","24,641","5,781","1,771",3,-,"4,485",164,41
GITHUNGURI,Female,"26,515","4,270","13,851","6,680","1,034",627,16,-,37,-,GITHUNGURI,Female,"71,978","2,427","33,232","24,083","6,320","1,335",9,-,"4,367",842,381
JUJA,JUJA,"102,232","18,703","46,421","20,203","7,329","9,244",43,1,288,-,JUJA,JUJA,"265,949","8,556","92,608","85,218","37,625","21,710",28,-,"18,981",485,209
JUJA,Male,"51,283","9,492","23,156","9,801","3,212","5,441",16,-,165,-,JUJA,Male,"131,199","4,327","44,743","42,107","16,788","12,911",11,-,"9,618",357,172
JUJA,Female,"50,944","9,211","23,263","10,402","4,115","3,802",27,1,123,-,JUJA,Female,"134,731","4,229","47,858","43,103","20,833","8,799",17,-,"9,363",476,162
KABETE,KABETE,"62,008","11,494","29,766","12,769","3,596","4,220",22,1,140,-,KABETE,KABETE,"176,713","4,439","64,331","59,417","23,317","12,947",12,1,"11,611",260,85
KABETE,Male,"30,762","5,800","14,959","6,186","1,621","2,119",4,-,73,-,KABETE,Male,"86,641","2,219","31,344","29,422","10,476","6,983",4,-,"5,848",216,77
KABETE,Female,"31,246","5,694","14,807","6,583","1,975","2,101",18,1,67,-,KABETE,Female,"90,058","2,220","32,983","29,987","12,841","5,963",8,1,"5,762",566,331
KIAMBAA,KIAMBAA,"71,027","13,896","34,844","14,511","3,618","3,900",35,1,222,-,KIAMBAA,KIAMBAA,"207,042","6,564","75,728","67,553","26,430","15,549",24,-,"14,297",296,178
KIAMBAA,Male,"34,903","7,056","17,237","7,008","1,584","1,884",20,1,113,-,KIAMBAA,Male,"101,843","3,311","36,863","34,322","11,550","8,063",15,-,"7,245",269,153
KIAMBAA,Female,"36,121","6,840","17,605","7,503","2,034","2,016",15,-,108,-,KIAMBAA,Female,"105,190","3,251","38,861","33,231","14,879","7,485",9,-,"7,052",389,182
KIAMBU,KIAMBU,"43,881","8,002","21,314","8,726","2,686","3,025",24,-,104,-,KIAMBU,KIAMBU,"127,372","3,560","44,834","38,892","18,653","12,745",11,-,"8,106",217,94
KIAMBU,Male,"21,477","4,021","10,513","4,184","1,226","1,464",10,-,59,-,KIAMBU,Male,"60,712","1,755","21,481","18,430","8,090","6,562",3,-,"4,080",172,88
KIAMBU,Female,"22,402","3,980","10,800","4,542","1,460","1,561",14,-,45,-,KIAMBU,Female,"66,647","1,805","23,348","20,456","10,562","6,183",8,-,"4,025",496,133
KIKUYU,KIKUYU,"59,423","11,191","28,495","12,192","3,171","4,221",24,-,129,-,KIKUYU,KIKUYU,"165,020","4,513","60,866","49,382","22,433","15,853",10,-,"11,334",270,70
KIKUYU,Male,"29,466","5,670","14,296","5,832","1,409","2,176",7,-,76,-,KIKUYU,Male,"80,241","2,323","29,510","23,996","9,964","8,373",2,-,"5,733",226,63
KIKUYU,Female,"29,957","5,521","14,199","6,360","1,762","2,045",17,-,53,-,KIKUYU,Female,"84,775","2,189","31,353","25,386","12,469","7,480",8,-,"5,601",351,77
LARI,LARI,"47,619","7,297","26,060","11,723","1,502",938,17,-,82,-,LARI,LARI,"117,345","4,215","59,974","34,749","8,172","2,357",14,-,"7,436",185,48
LARI,Male,"24,207","3,737","13,238","5,948",726,502,5,-,51,-,LARI,Male,"58,938","2,129","29,743","17,597","4,053","1,378",5,-,"3,800",166,29
LARI,Female,"23,410","3,559","12,821","5,775",776,436,12,-,31,-,LARI,Female,"58,405","2,085","30,231","17,152","4,119",979,9,-,"3,635",419,114
LIMURU,LIMURU,"53,173","9,389","27,485","11,995","2,263","1,860",44,2,135,-,LIMURU,LIMURU,"138,940","5,095","62,509","43,369","12,986","4,887",15,-,"9,546",203,67
LIMURU,Male,"26,850","4,777","14,039","5,867","1,049","1,030",8,1,79,-,LIMURU,Male,"70,268","2,622","31,575","22,337","5,967","2,648",4,-,"4,845",216,47
LIMURU,Female,"26,323","4,612","13,446","6,128","1,214",830,36,1,56,-,LIMURU,Female,"68,672","2,473","30,934","21,032","7,019","2,239",11,-,"4,701","1,020",533
RUIRU,RUIRU,"116,732","22,619","54,348","22,099","6,783","10,491",63,3,326,-,RUIRU,RUIRU,"327,537","9,879","103,379","113,886","46,091","29,784",37,1,"22,927",605,304
RUIRU,Male,"57,530","11,453","26,903","10,440","2,910","5,599",28,-,197,-,RUIRU,Male,"159,022","4,884","48,540","55,273","21,002","16,806",17,1,"11,590",415,229
RUIRU,Female,"59,195","11,163","27,443","11,657","3,873","4,892",35,3,129,-,RUIRU,Female,"168,496","4,995","54,832","58,607","25,088","12,976",20,-,"11,334",63,18
THIKA EAST,THIKA EAST,"12,908","2,325","7,019","2,846",396,286,9,-,27,-,THIKA EAST,THIKA EAST,"33,778","1,284","16,437","10,026","2,797",775,4,-,"2,374",37,10
THIKA EAST,Male,"6,498","1,164","3,572","1,405",183,151,7,-,16,-,THIKA EAST,Male,"17,320",666,"8,288","5,301","1,362",465,4,-,"1,187",26,8
THIKA EAST,Female,"6,410","1,161","3,447","1,441",213,135,2,-,11,-,THIKA EAST,Female,"16,454",618,"8,147","4,723","1,435",310,-,-,"1,187",549,239
THIKA WEST,THIKA WEST,"79,126","14,621","34,639","15,008","6,271","8,364",39,5,179,-,THIKA WEST,THIKA WEST,"214,569","5,239","69,393","73,795","34,536","15,986",14,2,"14,816",303,117
THIKA WEST,Male,"39,523","7,440","17,223","7,026","2,840","4,879",16,2,97,-,THIKA WEST,Male,"104,641","2,644","33,344","36,013","15,629","9,050",4,1,"7,536",246,122
THIKA WEST,Female,"39,598","7,181","17,412","7,982","3,431","3,484",23,3,82,-,THIKA WEST,Female,"109,912","2,594","36,039","37,780","18,905","6,935",10,1,"7,280",916,"1,577"
TURKANA,TURKANA,"184,015","39,898","106,684","29,708","4,284","1,892",840,172,537,-,TURKANA,TURKANA,"246,743","18,056","126,033","42,812","11,207","4,735",650,1,"40,756",545,839
TURKANA,Male,"98,266","19,965","55,428","17,976","2,651","1,401",435,94,316,-,TURKANA,Male,"134,242","9,079","65,802","26,732","7,006","3,504",351,-,"20,384",371,738
TURKANA,Female,"85,746","19,932","51,255","11,732","1,633",491,405,78,220,-,TURKANA,Female,"112,498","8,976","60,230","16,080","4,201","1,231",299,1,"20,371",16,21
KIBISH,KIBISH,"2,577",544,"1,561",348,54,30,18,-,22,-,KIBISH,KIBISH,"3,169",271,"1,725",445,93,37,14,-,547,9,16
KIBISH,Male,"1,516",289,907,227,40,27,9,-,17,-,KIBISH,Male,"1,902",133,"1,008",338,71,28,8,-,291,7,5
KIBISH,Female,"1,060",254,654,121,14,3,9,-,5,-,KIBISH,Female,"1,266",138,717,107,22,9,6,-,255,59,406
LOIMA,LOIMA,"14,212","4,470","7,814","1,553",185,63,83,-,44,-,LOIMA,LOIMA,"17,434","1,273","8,822","1,744",374,111,71,-,"4,574",36,197
LOIMA,Male,"7,292","2,233","3,877",937,114,48,54,-,29,-,LOIMA,Male,"9,108",626,"4,455","1,130",250,92,43,-,"2,279",23,209
LOIMA,Female,"6,920","2,237","3,937",616,71,15,29,-,15,-,LOIMA,Female,"8,326",647,"4,367",614,124,19,28,-,"2,295",312,148
TURKANA CENTRAL,TURKANA CENTRAL,"53,043","12,612","28,917","8,817","1,627",805,164,1,100,-,TURKANA CENTRAL,TURKANA CENTRAL,"81,517","5,888","38,458","15,977","5,253","2,516",119,-,"12,846",183,87
TURKANA CENTRAL,Male,"27,137","6,272","14,405","4,853",888,577,87,1,54,-,TURKANA CENTRAL,Male,"42,842","2,921","19,294","9,168","2,936","1,805",63,-,"6,385",129,61
TURKANA CENTRAL,Female,"25,906","6,340","14,512","3,964",739,228,77,-,46,-,TURKANA CENTRAL,Female,"38,675","2,967","19,164","6,809","2,317",711,56,-,"6,461",100,280
TURKANA EAST,TURKANA EAST,"16,281","2,453","9,521","3,386",569,178,85,-,89,-,TURKANA EAST,TURKANA EAST,"20,823","1,489","10,332","4,583","1,133",323,81,1,"2,501",51,150
TURKANA EAST,Male,"8,857","1,282","5,018","1,962",364,129,56,-,46,-,TURKANA EAST,Male,"11,534",767,"5,435","2,769",748,253,54,-,"1,307",49,130
TURKANA EAST,Female,"7,424","1,171","4,503","1,424",205,49,29,-,43,-,TURKANA EAST,Female,"9,289",722,"4,897","1,814",385,70,27,1,"1,194",31,43
TURKANA NORTH,TURKANA NORTH,"9,689","3,063","5,183","1,080",190,69,69,-,35,-,TURKANA NORTH,TURKANA NORTH,"11,892","1,123","5,549","1,372",462,139,66,-,"3,107",25,26
TURKANA NORTH,Male,"5,249","1,554","2,786",671,127,56,36,-,19,-,TURKANA NORTH,Male,"6,748",565,"3,127",948,333,115,34,-,"1,575",6,17
TURKANA NORTH,Female,"4,440","1,509","2,397",409,63,13,33,-,16,-,TURKANA NORTH,Female,"5,144",558,"2,422",424,129,24,32,-,"1,532",77,153
TURKANA SOUTH,TURKANA SOUTH,"31,741","6,617","18,547","5,327",759,275,136,6,74,-,TURKANA SOUTH,TURKANA SOUTH,"41,268","3,008","21,557","7,247","1,761",613,102,-,"6,750",43,88
TURKANA SOUTH,Male,"16,213","3,223","9,068","3,096",494,214,64,4,50,-,TURKANA SOUTH,Male,"21,587","1,457","10,580","4,420","1,189",474,54,-,"3,282",34,65
TURKANA SOUTH,Female,"15,526","3,394","9,478","2,231",265,61,72,2,23,-,TURKANA SOUTH,Female,"19,679","1,550","10,976","2,827",572,139,48,-,"3,468",321,526
TURKANA WEST,TURKANA WEST,"56,472","10,139","35,141","9,197",900,472,285,165,173,-,TURKANA WEST,TURKANA WEST,"70,640","5,004","39,590","11,444","2,131",996,197,-,"10,431",198,275
TURKANA WEST,Male,"32,002","5,112","19,367","6,230",624,350,129,89,101,-,TURKANA WEST,Male,"40,521","2,610","21,903","7,959","1,479",737,95,-,"5,265",123,251
TURKANA WEST,Female,"24,470","5,027","15,774","2,967",276,122,156,76,72,-,TURKANA WEST,Female,"30,119","2,394","17,687","3,485",652,259,102,-,"5,166",506,665
